location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
Danmark,323229,6,['dkpol'],2021-08-19 08:03:03,lidt om den seneste uge    ,0.0
"Solrød, Sjælland",12581,7,"['dkpol', 'dkgreen']",2021-08-19 08:02:52,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
,4670,0,['dkpol'],2021-08-19 08:02:43,vidste du  at landmænd kan blive tvunget til at høste umodent og vådt korn fredag skal landmændene være færdige med at høste og have sået efterafgrøder  men regnen gør det umuligt at nå    ,-3.0
"Hyllested, Djursland1951",4763,12,"['dkpol', 'dkgreen']",2021-08-19 08:02:39,hverken landmandens økonomi  danmarks klimaregnskab eller dyrevelfærden hænger sammen  så skulle vi ikke skynde os at plukke denne lavthængende frugt og omgående stoppe al produktion af smågrise til eksport        ,-1.0
,17611,6,['dkpol'],2021-08-19 08:02:20,lidt om den seneste uge    ,0.0
Burkal=hub of the Universe,927,0,[],2021-08-19 08:01:58, tak for god og sober debat … udsendelse  mer af det    ,5.0
Ringsted,1444,9,"['Afghanistan', 'dkpol']",2021-08-19 08:01:42,nogle indvandrere synes primært at kunne bruge danmark til noget  når  lokummet virkelig brænder   derfor skal vi have strammet dansk indvandringspolitik til det yderste  hvilket betyder et asylstop       ,1.0
Danmark,14061,0,['dkpol'],2021-08-19 08:01:35,     danskere frygter deling af deres intime billeder     omkring     borgere har siden juni måned kontaktet nordsjællands politi i sag  hvor en   årig mand er sigtet for blufærdighedskrænkelse     ,-2.0
Danmark,1233,0,"['dkpol', 'dkmedier']",2021-08-19 08:01:23,vi gik fra at vacciner virker  til at de nu ikke er så effektive som lovet  nu bestemmer man flere steder  at et booster stik skal hjælpe  altså hvad er det lige som sker  hvem var det nu lige som sagde det      ,3.0
,11119,2,"['dkpol', 'Afghanistan']",2021-08-19 08:01:14,det er definitivt slut med usa’s eneherredømme  verden går for alvor fra at være unipolar til at være multipolar  usa fremstår i dagens verden som en papirtiger  skriver joan ågot pedersen fra kommunistisk partis internationale udvalg   ,0.0
,68377,2,"['dkpol', 'dkpol']",2021-08-19 08:00:32,vi bliver verdens rigeste pensionister  ja  det er der sikkert nogen  der bliver bl a  levebrødspolitikere med en god pension på skatteydernes regning       ,1.0
Copenhagen,16053,2,"['Taliban', 'Afghanistan', 'Kabul', 'dkpol']",2021-08-19 08:00:12, satte ild til en forlystelsespark en dag efter  at de blev set  mens de nød at tage på ture     ,0.0
Berlin,45274,0,[],2021-08-19 07:59:32,rt   fælles opråb fra    og  til  i   teknologiforståelse skal på skoleskemaet som obligatorisk fag for at give alle danske børn lige chancer for at klare sig i en digitaliseret verden ,1.0
Copenhagen,12087,0,['dkpol'],2021-08-19 07:59:09,justin trudeau annoncerede fornyelig  at de ville sætte tempoet op for at modtage   k afghanere  særligt fokus på kvinder  menneskerettighedsaktivister  lgtbi  osv    hvor lang tid går der nu før nogen her fortæller  at canada er dårligere end os til at modtage flygtninge ,0.0
"København, Hovedstaden",4571,2,"['dkpol', 'Afghanistan']",2021-08-19 07:58:34,det er definitivt slut med usa’s eneherredømme  verden går for alvor fra at være unipolar til at være multipolar  usa fremstår i dagens verden som en papirtiger  skriver joan ågot pedersen fra kommunistisk partis internationale udvalg   ,0.0
"Ryesgade 3 F, 2200 København N",1789,2,"['dkpol', 'Afghanistan']",2021-08-19 07:58:28,det er definitivt slut med usa’s eneherredømme  verden går for alvor fra at være unipolar til at være multipolar  usa fremstår i dagens verden som en papirtiger  skriver joan ågot pedersen fra kommunistisk partis internationale udvalg   ,0.0
,970,0,['dkpol'],2021-08-19 07:58:06,det er en kæmpe fornøjelse at kunne byde velkommen til  og   der er startet i  presseafdeling her i august  men vi mangler endnu en kollega til det nye  stærke team     ,2.0
,2120,1,"['dktro', 'dkpol']",2021-08-19 07:57:11,hvorfor har en socialdemokratisk regering uden en kirkepolitik egentlig en kirkeminister  har haft besøg af uforlignelige peter lodberg til en snak om ugens ministerrokade  lyt med      ,0.0
"Rudersdal, Danmark",1,0,['dkpol'],2021-08-19 07:57:03,&lt;b&gt;dagens politiske overblik &lt;/b&gt; situationen var alvorlig  da den konservative folketingsgruppe i går loggede på et vir         er der en voksen til stede der fortæller asger aamund hans udløbsdato er overskredet  og flertallet er ligeglad med ham ,-2.0
"København, Hovedstaden",34,0,"['drtv', 'dkpol']",2021-08-19 07:54:31,tak til alle deltagerne  og kæmpe ros til hele holdet bag  alle var med til at gøre vores debat  i aftes  rigtig god  der var virkelig nogle mindeværdige højdepunkter  se eller gense den her    ,10.0
"Copenhagen, Denmark",3731,0,"['dkpol', 'smdk']",2021-08-19 07:53:54,for få år siden kunne det lade sig gøre for  at være dygtige  uden samtidig at være hverdqgsbloggere på   det burde kunne lade sig gøre igen ,0.0
Denmark,2532,0,"['dkgreen', 'dkpol']",2021-08-19 07:53:44,er vores produktion og store forbrug af elektronik  tøj mm  for banal en problematik til politisk bevågenhed  genanvendelse  reparation  at dele og leje kan fremmes kolossalt som vigtigt bidrag til at nedbringe co udledninger  læs med her   ,0.0
,33,10,"['dkpol', 'ClimateEmergency']",2021-08-19 07:53:22,fra dagens oplæsninger foran borgen  vi lærer også selv noget  mens vi læser ipccrapporten op  blandet andet  at klodens temperatur vil stige mellem     og     grader allerede inden år       hvad siger statsministeren  vi har intet hørt endnu   ,0.0
Gentofte,1019,0,"['sundpol', 'dkpol', 'gigt', 'strejke']",2021-08-19 07:52:12,perfekt  at der findes smertelindring som oxycodon  når strejken trækker ud  så casen orker at tage en svingom med gomorgen danmark        ,4.0
"Copenhagen, Denmark",10446,1,"['dkøko', 'dkpol']",2021-08-19 07:52:10,når nu de mest ekstreme coronaeffekter på boligmarkedet er klinget af  kan man måske også i efteråret imødese en mere afbalanceret debat om boligbeskatningen  hvor der som bekendt  kommer en god løsning i       siger  øko  ,5.0
"Capital Region, DenmarkCopenhagen",376,2,['dkpol'],2021-08-19 07:51:20,i  står vi klar til at hjælpe og behandle de evakuerede afghanere  der har alvorlige traumer fra krig  tortur og flugt  ,-6.0
,896,2,"['dkpol', 'dkgreen']",2021-08-19 07:48:51,afgørende at også borgere i landdistrikterne får gode betingelser for at vælge det grønne valg til  hvis vi skal nå   målsætningen    ,2.0
,896,9,"['dkgreen', 'dkpol', 'transport', 'kompoldk']",2021-08-19 07:48:38,i  ønsker vi grøn mobilitet i hele landet  derfor mener vi at  også skal sikre mulighed for opstilling af ladestandere i yderområder  hvor markedet ikke er rentabelt endnu       ,5.0
Egtved,2560,2,"['dkpol', 'dkgreen']",2021-08-19 07:48:29,afgørende at også borgere i landdistrikterne får gode betingelser for at vælge det grønne valg til  hvis vi skal nå   målsætningen    ,2.0
"København, Danmark",21253,6,['dkpol'],2021-08-19 07:48:16,rendyrket racisme og ekstrem intolerance i mangfoldighedens navn  tankevækkende  at de selvudråbte  tolerante  ofte er ret intolerante  afslørende for regnbuemiljøet    ,-6.0
Danmark,72723,4,['dkpol'],2021-08-19 07:48:02,jeg har da sjældent set noget så hyklerisk  som ’s kritik af regeringen  som jeg deler  ift  evakuering af de afghanske tolke    df var det eneste parti der stemte imod finansieringen til at hente de afghanere  der har hjulpet dk  hjem ,-4.0
,36,3,"['GivOrdLyd', 'dkpol']",2021-08-19 07:47:40,vi taler til unge  om unge  men hvorfor taler vi aldrig med unge  lad danmarks unge komme til orde  vi har aldrig haft mere begavede unge – men tager nogen dem alvorligt  det gør vi med vores støttekoncert for ungdommen  tirsdag d     september   ,0.0
Jammerbugt,2660,1,"['dkbiz', 'dkpol', 'dkgreen', 'uddpol']",2021-08-19 07:47:30,spændende projekt at følge   og   jobskabelse er altså bare en af de helt store gulerødder i den grønne omstilling  og derfor skal vi naturligvis kunne levere de kompetencer  der efterspørges i        ,3.0
Copenhagen,32230,0,"['dkmedier', 'dkpol']",2021-08-19 07:47:24,peter viggo er nok den ekspert i  og  der medt giver   fucks for dresscode  ,0.0
"Vestegnen, Født i Nakskov",79972,0,['dkpol'],2021-08-19 07:47:13,hvis man laver fejl  så burde man rette dem i det sekund man erkender det er en fejl   ,-4.0
"Nordjylland, Danmark",63,1,"['dkbiz', 'dkpol', 'dkgreen', 'uddpol']",2021-08-19 07:47:08,spændende projekt at følge   og   jobskabelse er altså bare en af de helt store gulerødder i den grønne omstilling  og derfor skal vi naturligvis kunne levere de kompetencer  der efterspørges i        ,3.0
"Copenhagen, Denmark",50578,1,['dkpol'],2021-08-19 07:47:00,det her er tankevækkende  hvem trak i trådene     ,1.0
,2316,4,['dkpol'],2021-08-19 07:46:03,jeg har da sjældent set noget så hyklerisk  som ’s kritik af regeringen  som jeg deler  ift  evakuering af de afghanske tolke    df var det eneste parti der stemte imod finansieringen til at hente de afghanere  der har hjulpet dk  hjem ,-4.0
"Aarhus, Danmark",556,2,"['høfde42', 'virenserop', 'dkmiljø', 'dkpol', 'generationsforurening']",2021-08-19 07:45:54,forurening på øfde   skal renses op  så man igen kan bade og fiske   regionsrådet har vedtaget en ambitiøs udbudsstrategi og besluttet  at høfde    og cheminovas gl  fabriksgrund oprenses forskudt    ø    ,0.0
,32100,0,['dkpol'],2021-08-19 07:45:25,    høj skat er høj politisk  indtrykket er  at borgerne skal holdes i jerngreb  magten skal være totalitær  ellers havde vi en naturlig regulering af skatteprocent hvert år ift forventede indtægter og udgifter  skatte skruen uden ende er uden fornuft  ,3.0
"sydhavsøerne v/""havet"" ",65226,1,"['dkpol', 'eudk', 'ytringsfrihed', 'dkmedier', 'JeSuisCharlie', 'JeSuisSamuel']",2021-08-19 07:44:58,for tre år siden fik vi en ny fransk ambassadør i danmark  den dengang afgående dittos afskedsbrev til danskerne fortjener at blive husket        ,2.0
Copenhagen,1849,3,['dkpol'],2021-08-19 07:44:33,medvirkende i dagens  kl               og michael   ,0.0
Denmark,2809,2,['dkpol'],2021-08-19 07:43:55,i  står vi klar til at hjælpe og behandle de evakuerede afghanere  der har alvorlige traumer fra krig  tortur og flugt  ,-6.0
Danmark,127544,0,['dkpol'],2021-08-19 07:43:15,men nu viser det sig  at det var løgn  det var mindre end        afghanske soldater som manglede luftstøtte ved usa s tilbagetrækning  ,-6.0
"Copenhagen, Denmark",333,5,"['dkbiz', 'dkgreen', 'dkpol']",2021-08-19 07:43:06,energieffektiviseringer er en vigtig del af danmarks industris dna  og med valget af sønderborg som værtsby får  et oplagt udstillingsvindue til at vise verden de førsteklasses teknologier  der skal bruges i den globale grønne omstilling   ,2.0
"Hellerup, Denmark",17466,3,['dkpol'],2021-08-19 07:42:56,medvirkende i dagens  kl               og michael   ,0.0
"Copenhagen, Denmark",4244,0,['dkpol'],2021-08-19 07:42:13, det tror jeg ikke du skal regne med  alle de gamle venstrefløjsfolk der er krøbet over til s for at varme sig ved magten har givet køb på alle deres gamle principper  vil du have din ministerpude  mulle  så skal du også æde lorten  ,2.0
41250996,1167,2,[],2021-08-19 07:41:29,    fint indlæg med mange gode pointer  betryggende  at   medlemmer satser på udviklingen af fremtidens forsyning af transportsektoren  det er nemlig vigtigt for vognmændene  at forsyning er præget af sunde markedsforhold og konkurrence  det gælder også for el og brint,4.0
Denmark,23562,1,"['dkpol', 'eudk', 'ytringsfrihed', 'dkmedier', 'JeSuisCharlie', 'JeSuisSamuel']",2021-08-19 07:41:24,for tre år siden fik vi en ny fransk ambassadør i danmark  den dengang afgående dittos afskedsbrev til danskerne fortjener at blive husket        ,2.0
"Solrød, Sjælland",12581,0,['dkpol'],2021-08-19 07:40:12,her er så  teknologifix  der skal bruges vindmølleparker  en hulens masse skattekroner  herunder et stort løbende driftstilskud  til gengæld får landbruget skatteyderbetalt gødning  anlægget kan også producere grønt brændstof     ,0.0
Taastrup,1920,1,"['dkforsk', 'dkpol']",2021-08-19 07:40:10,tillykke med igangsættelsen til   vi må huske at få den kommende testfacilitet med i kortlægningen af de danske testfaciliteter  som er påbegyndt med støtte fra   se mere her      ,4.0
,6445,38,"['NickHækkerup', 'dkpol']",2021-08-19 07:39:54,ækkerup har lige udsendt en pressemeddelelse om en ny superpolitienhed  min første tanke var  mon ikke det bare er nick som vil have mere magt   jeg kiggede på lovforslaget  jo  nick vil kunne ophæve alles tavshedspligt uden domstolskontrol    ,0.0
Lundeborg,1663,12,['dkpol'],2021-08-19 07:39:49,jeg er glad for at kunne bekræfte  at vi nu har fået et fly med    evakuerede personer på sikker grund i danmark    operationen er stadig i fuld gang  og vi arbejder på højtryk for at evakuere de sidste lokalansatte  tolke og andre grupper ud af kabul  ,6.0
Rebild,313,5,"['dkkultur', 'dkpol', 'km21']",2021-08-19 07:39:22,sammen med danske kulturbestyrelser     og frank rechendorff møller foreslår vi nu et nyt analyseinstitut på kulturområdet  som skal styrke kulturlivet og ruste det til fremtiden    ,2.0
"Hellerup, Denmark",17466,0,['dkpol'],2021-08-19 07:38:19,hør  kl        folkeskolereformen var en fejl  litauen siger nej til kina  nato efter afghanistanexit  åndløs liberalisme kræver konservativt modsvar og polsk regering lukker amerikansk tvstation   ,-3.0
Danmark,127544,1,"['dkpol', 'dkmedier', 'bias']",2021-08-19 07:38:08, bemærkede du hvor fraværende kritikken af præsident biden var  trods bidens ansvar for denne katastrofe  det var biden som pressede den uansvarlige tilbagetrækning igennem   usa har pt  en uduelig præsident  det var ikke sket under trump  fortæller dr det      ,-10.0
Schleswig-Flensburg,2001,3,"['uddpol', 'dkpol', 'sundpol']",2021-08-19 07:37:30,kære sundhedssektor  tag nu godt imod vores nye dimittender  husk på at i modtager en nyuddannet sundhedsprofessionel – ikke en færdiguddannet  skriver dekan  fra  i     ,4.0
Syddanmark,344459,1,"['dkpol', 'dktrp', 'dkgreen', 'dktrafik']",2021-08-19 07:37:05,vejsidebomben mod kollektiv transport  der trak flere unge over i bilerne var da man sænkede startalderen til   år &amp;  mdr  tror da pokker kt har det svært        ,-2.0
,13626,1,"['dkpol', 'dktrp', 'dkgreen', 'dktrafik']",2021-08-19 07:36:40,vejsidebomben mod kollektiv transport  der trak flere unge over i bilerne var da man sænkede startalderen til   år &amp;  mdr  tror da pokker kt har det svært        ,-2.0
"Copenhagen, Denmark",221,0,"['skolechat', 'dkpol']",2021-08-19 07:36:26,debatten om mavebluser i skolen demonstrerer  hvor vigtig den tætte dialog mellem skole og hjem er  forbud og dekreter er ikke vejen frem  tæt kontakt og fælles forståelse skaber de bedste løsninger   ,2.0
København,10199,7,"['dkpol', 'dkgreen']",2021-08-19 07:36:22,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
,1217,2,['dkpol'],2021-08-19 07:36:01,i  står vi klar til at hjælpe og behandle de evakuerede afghanere  der har alvorlige traumer fra krig  tortur og flugt  ,-6.0
Denmark,5098,5,"['dkgreen', 'dkpol']",2021-08-19 07:35:50,svensk havredrik blæser frem   oatly mærker stærk global tørst efter plantedrikke  og i    kvartal i      steg omsætningen med     til ialt     mio  kr  nu sættes større sejl til på markedet for plantebaserede fødevarer  bl a  med tredje fabrik i nordamerika   ,6.0
,68377,8,['dkpol'],2021-08-19 07:35:48,efterretningstjeneste modsiger kofod  alqaeda findes i afghanistan og vil sandsynligvis vokse  ekspert kalder udenrigsministerens beskrivelse af alqaeda for faktuelt forkert   ,-2.0
"Ørestaden, Danmark",1664,0,['dkpol'],2021-08-19 07:35:34,vi vil altid have materialisme  fordi der er brug for motivationen i rigdom og materielle goder for at holde innovationen igang  heldigvis falder verdens befolkningstal i næste århundrede  og den cirkulære økonomi bliver styrket  socialismen er død  ,6.0
,104868,75,['dkpol'],2021-08-19 07:34:48,stærke sager at se anders fogh i news  han har om nogen ansvaret for den forfejlede krigspolitik  men vil ikke tage skyggen af ansvar  i stedet bortforklaringer  falske analogier  stråmandsargumenter og floskler om frihed og demokrati ,-1.0
København,9570,0,"['dkpol', 'dkgreen', 'dkvid']",2021-08-19 07:34:39,affaldssortering er fint  men skal vi nå klimamålene  skal  også indføre afgifter og lovgivning  som både kan bremse mængden af affald i hjemmet og gøre det lettere for os alle sammen at leve bæredygtigt  vurderer forsker    ,1.0
