Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
977,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,11,"3/n. Der er brug for en hurtig systematisk undersøgelse af D-dimer profil efter vaccination for alle de betinget godkendte vacciner. F.eks. Baseline før, +1, +2, +3, +5,+7, +10, +14, +21 dage.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:58:49
978,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,5,"2/n. Alle der beskæftiger sig med det her ved eller burde vide, at bl.a. endothelceller udtrykker ACE2.
  #stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:58:48
979,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,47,"1/n. Det er en skandale, at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne. - Og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:58:47
980,SorenHave,"Dreaming, shaping and delivering a greener tomorrow | Father | Ponderer | Climate Hawk | Math Ph.D | #EV-owner | #Frederiksberg | #dktrp | #dkgreen | #dkpol","Frederiksberg, Hovedstaden",400,3974,102044,2,"Selvom @KlimaMin siden nedenstående har omorganiseret, så har vi stadig ingen central organisation til at drive og facilitere #dkgreen omstilling.

Det skal vi have, ligesom der under covid19-peak blev lavet en dedikeret styrelse, Styrelsen for Forsyningssikkerhed. #dkpol https://t.co/0hIVR91ygk","['dkgreen', 'dkpol']",2021-08-12 07:42:41
981,CommonSenseASAP,"CivilDisobedience is a sacred duty when the state becomes BS. Ghandi
The future WILL be decentralized. Orwell
Former lawyer. Now investments only.",#eUSSR-vassalstate denmark,4978,9369,48495,3,Hvilket ord vil du bruge på det seneste 1½års #Covid19dk restriktioner?,['Covid19dk'],2021-08-12 07:40:51
982,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,0,"@Johnny05968744 @FaktaHoldninger Ja, det er bekymrende. Og der er brug for en hurtig systematisk undersøgelse af D-dimer profil efter vaccination for alle de betinget godkendte vacciner. F.eks. Baseline før, +1, +2, +3, +5,+7, +10, +14, +21 dage.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:29:50
983,KTingkaer,Public Affairs Konsulent hos Danske Fysioterapeuter. Pipper mest om social- og sundhedspolitik og lidt om Brøndby IF. 31351838,,296,227,2173,0,"Skal de ældre, mennesker med kroniske sygdommen og handicap betale dobbelt for konsekvenserne af #COVID19dk ? Hvem spørger @NWammen om ikke den regning bør tages af @regeringDK? @kommunerne, @regionerne,  @handicapdk, @DanskePatienter eller #sundpol ?   https://t.co/zebpPCugcz","['COVID19dk', 'sundpol']",2021-08-12 07:17:20
984,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,2,"4/n. Producenten har ansvaret for at udføre de relevante toxikologiske og kliniske undersøgelser mhp. virkning og sikkerhed. - Og det er de regulatoriske myndigheders ansvar at sikre, det er udført og acceptabelt.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:12:53
985,HenrikMadsen18,"Er skæv, men ikke på den måde... Jeg indrømmer gerne, at jeg rammer sømmet hver gang",,347,63,3746,0,"#covid19dk

De skal ned og købe cigaretter, slik og alkohol så de kan holde ud at sidde hjemme. #proportioner https://t.co/YUfalI9Mm5","['covid19dk', 'proportioner']",2021-08-12 07:09:10
986,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,4,"3/n. Godkendelsesprocessen for lægemidler kontrollerer at de virker, og at de er sikre. Det forudsætter for alle S-protein vaccinerne en organspecifik kortlægning af ACE2 interaktion. - Det er ikke udført.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 07:08:06
987,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,4,"3/n. Godkendelsesprocessen for lægemidler kontrollerer at de virker, og at de er sikre. Det forudsætter for alle S-protein vaccinerne en organspecifik kortlægning af ACE2 interaktion. - Det er ikke udført.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 07:02:33
988,CFVby,,,328,81,744,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-12 06:55:31
989,AnneMygindB,"Engageret i uddannelser, kommunikation og min omverden. Områdeleder i Uddannelses- og Forskningsministeriet. Tweeter egne synspunkter",,321,199,1197,0,"Covid19 skabte en lynomstilling. Digitalisering af undervisning gennemført på en uge. Fysiske uddannelsessteder mistede pludselig deres betydning. Årets voksenlæringskonference EPALE sætter spot på de mange udfordringer https://t.co/fjLj4a48yA
#uddannelse #uddpol #erasmus","['uddannelse', 'uddpol', 'erasmus']",2021-08-12 06:53:12
990,supernovasIight,"Love love love

Truth Justice Freedom",Close to you..,2413,1542,66468,2,"@FaktaHoldninger FDA advarer om sjældne tilfælde af hjertebetændelse og nu bl.a. det her. Men Tweetet herover får et label om at vaccinerne er sikre. - Selv om det ikke har noget med indholdet at gøre.
https://t.co/Ca4hQLumwx
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 06:50:05
991,supernovasIight,"Love love love

Truth Justice Freedom",Close to you..,2413,1542,66468,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 06:49:42
992,supernovasIight,"Love love love

Truth Justice Freedom",Close to you..,2413,1542,66468,46,"Alle bør lytte til det her indlæg som @FaktaHoldninger har gjort mig opmærksom på. - Det er fremragende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/QvP57k3QZV","['stopdet', 'dkpol']",2021-08-12 06:49:25
993,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,2,"@FaktaHoldninger FDA advarer om sjældne tilfælde af hjertebetændelse og nu bl.a. det her. Men Tweetet herover får et label om at vaccinerne er sikre. - Selv om det ikke har noget med indholdet at gøre.
https://t.co/Ca4hQLumwx
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 06:48:28
994,BuchtrupOlsen,,,45,0,10,18,Vi har opdateret de generelle smitteforebyggende anbefalinger. Blandt andet er anbefalingen om afstand mellem personer ændret. De nye anbefalinger er mulige på grund af den høje tilslutning til vaccinationerne mod COVID-19 https://t.co/jIa8JNMBwv #covid19dk https://t.co/Huxxm1kQFE,[],2021-08-12 06:46:27
995,soelindgreen,"Conservativ, nationalist, thruthseeking proud dane.",Copenhagen,470,59,2382,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 06:23:07
996,me_marco,Me and room service are living a life of sin.,Aarhus,1620,710,65449,0,@TjekDet Måske ikke lige den mest troværdige person denne Thomas Teglgård. #dkpol #covid19dk https://t.co/PsVrjKxdGW,"['dkpol', 'covid19dk']",2021-08-12 06:15:55
997,Nensome,"Trying as social worker to help Greenlanders in Denmark. Retssociolog, political scientist, legal adviser. Studying International Law and Security at SDU",Soenderborg Denmark,5001,1615,35421,0,@franceculture Hospitalerne i Frankrig er presset af #covid19. Sundhedssystemet bryder sammen i #Frankrig (ikke i DK). Måske fortjener den detalje selvstændig opmærksomhed? @mortensode,"['covid19', 'Frankrig']",2021-08-12 06:08:52
998,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,1,"2/n. Kendt fordelingen af ACE2 i væv og organer. Bemærk at ekspressionen i luftveje og lunger er fundet lav sammenlignet med mange andre organsystemer.
https://t.co/FCX6JWq0yF
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/ozsE6JFYwy","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 06:01:51
999,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,13,"1/n. No surprise. - Se opsummering i Tweet herunder af den kendte viden om ekspressionen af ACE2 i forskellige organer. - Nyrerne er et af organsystemerne med høj ekspression. 
https://t.co/ucmW31CRFl
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-12 06:01:49
1000,micheelsen,"Astrophysicist (UCL), Founder of Innovation Embassy and facilitator of Impact Business Models",Capital Region,423,399,2326,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 06:00:25
1001,MonikaaRubin,🇩🇰+🇵🇱🇮🇷 🩺Læge✍🏼Debattør🧬Ph.d.stud #FPDR Synes #sundpol #dkpol er vigtigt så find mig i @SundFornuft_ samt Det Politiske Mødested SoMe for @Cochrane_ACE,Cph,895,974,3157,2,"I de rige lande er der givet 104 vaccinedoser pr. 100 borgere, mens der i de fattige lande kun er givet 2. Skulle vi ikke fokuseret på at få distribueret vacciner til de fattige lande, før vi begynder på en 3. dosis?
https://t.co/oEx8da6UZE #covid19dk #sundpol #dksund",[],2021-08-12 05:48:18
1002,MarjaanaHeli,,,192,69,3730,14,"SVENSK PANDEMISTRATEGI I DANSKE SKOLER?
IKKE MED VORES BØRN! #BeskytBørneneModCovid19 #SikreSkoler #COVID19 #dkpol https://t.co/9sf63uJtGh","['BeskytBørneneModCovid19', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-12 05:40:01
1003,Sjaellaenderen,"Fotograf - cand.merc.jur. - kreativ håndværker og hvad der sådan ellers byder sig til.  Altid nysgerrig, møghamrende irriterende og et stort legebarn.","Holbæk, Danmark",163,67,2871,4,"@Jacob_Holbraad @JakobEllemann Måske skulle du @Jacob_Holbraad viske ""senior tænketank"" i @JakobEllemann's øre.
Du kunne også nævne @Dansk_Arbgiver's høringssvar vedr. covid19 relateret merarbejde, hvori modregningen hos pensionister får en over nakken.
#dkmedier #dkpol https://t.co/aJhjs6a7Lv",[],2021-08-12 05:32:46
1004,RhHofs,"Selvstændig, Medlem af Foreningen Rimelig Skat, går ind for respekt og anstændighed, ret til egne penge og ejendom og et samfund der er motiveret og i balance.",,294,331,32055,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-12 05:28:21
1005,AnMeVase,"My values are health, honesty, politics, mathematics, logic, philosophy, western culture, spirituel world,  life!",,151,1000,27043,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-12 05:26:45
1006,itsmehsulai,Medical Student 🩺 / Currently on #WhatsHappeningInMyanmar,United States,396,427,28249,0,"#COVID19 situation in Myanmar 

#MyanmarCovidSOS
#Aug12Coup 
#WhatsHappeningInMyanmar https://t.co/UmWAwQMfI2","['COVID19', 'MyanmarCovidSOS', 'Aug12Coup', 'WhatsHappeningInMyanmar']",2021-08-12 05:20:08
1007,GonzalezPhilou1,,,54,0,11,0,@Carterj37919661 @GaumontRene Covid19 ñä ñä IKR,[],2021-08-12 05:16:27
1008,IAmMardikins,🇸🇪 + 🇮🇪 & 🇬🇧 ❄ #Sisu ❄ Fucking fed up ❄ #BlackLivesMatter ❄ #MakeEcocideAcrime ❄ Stop fucking up the planet ❄ 🌊 I swear lots ❄ hate #ToryScum 🌹,European Union 🇪🇺,13364,12940,230876,14,"SVENSK PANDEMISTRATEGI I DANSKE SKOLER?
IKKE MED VORES BØRN! #BeskytBørneneModCovid19 #SikreSkoler #COVID19 #dkpol https://t.co/9sf63uJtGh","['BeskytBørneneModCovid19', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-12 05:06:25
1009,BirkelundKlaus,Overlæge på Børn og Unge AUH Formand for Dansk Pædiatrisk Selskab. Stolt medlem af SMIL fondens bestyrelse,,353,399,1212,2,"I de rige lande er der givet 104 vaccinedoser pr. 100 borgere, mens der i de fattige lande kun er givet 2. Skulle vi ikke fokuseret på at få distribueret vacciner til de fattige lande, før vi begynder på en 3. dosis?
https://t.co/oEx8da6UZE #covid19dk #sundpol #dksund",[],2021-08-12 04:50:00
1010,ChunkyLover64,"0 pcr test
2 ag test
0 corona",Copenhagen,319,164,13169,46,"Alle bør lytte til det her indlæg som @FaktaHoldninger har gjort mig opmærksom på. - Det er fremragende.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/QvP57k3QZV","['stopdet', 'dkpol']",2021-08-12 04:26:03
1011,CarolineKofahl,,København ,1120,565,82562,0,"@JonasHerby Tænker på @BorisJohnson som efter at have været syg af Covid19 blev vaccineret 🤔 Nå ja, han er jo også - efter 2 skilsmisser - blevet gift for første gang (if den katolske kirke 🤭). Sådan er der så meget.

Mon den katolske kirke anser hans børn som en samling bastarder 🤔",[],2021-08-12 04:15:48
1012,kristensenps,Direktør/CEO @patientsikker / Arbejder for at styrke #patientsikkerhed i #sundpol / #patientsafety/ #quality/ Tlf: 22168161 / Mail: ik@patientsikkerhed.dk,Jægersborg,2331,2467,5073,1,"#covid19dk har for alvor sat skub i de digitale møder. På et #PSwebinar den 8. september får du viden fra to projekter som haft fokus på sikker kommunikation mellem borger og sundhedspersonale på digitale platforme. #patientsikkerhed #sundkom #REMOTE
https://t.co/MrcgFik7y4 https://t.co/Xfygxk2jVI","['covid19dk', 'PSwebinar']",2021-08-12 04:05:09
1013,NickPapageorge1,"Greek, born and raised in Mogotio, Kenya now live in Sunny Denmark, ie a new Dane.
Banter, endurance athlete & Covid lark survivor!!
🇰🇪🇬🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿🇩🇰",Live in Sunny Danmark,301,468,32665,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 02:57:57
1014,Mik99972807,,Danmark,80,23,800,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 02:29:14
1015,nick_justa,"CarnSasFitDiveSkyBuletsHiiT. 
Optimum.Insulin related diseases. Dont follow me. In case of fear, dont panic - ORGANISE !","Flying rock, named Earth",69,66,3978,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-12 01:16:21
1016,polly_galway,"Tweeting Covid19 and chronic pain research esp. CRPS, Fibro and TN. A lawyer by trade: used to reading medical and legal literature and interested in politics.","Galway, Ireland",899,852,42430,0,"#ModernaVaccine produced stronger #immune responses in older folk
https://t.co/y4ZLvEfL12","['ModernaVaccine', 'immune']",2021-08-12 00:05:38
1017,sinan_unur,"Economist & Developer

Retweets are not endorsements. Opinions my own; they do not represent current, past, or future employers/clients etc.",USA / TR,65,199,2359,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-11 23:16:31
1018,_schifter,,,67,171,707,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-11 22:48:44
1019,Rastrup,Journalist,Denmark,135,194,6195,0,"@kasper2619 @Heunicke Kilde på vaccineret, der har skabt en mutation? #covid19",['covid19'],2021-08-11 22:38:32
1020,ErichsenHannah,"Jeg interesserer mig for mennesker, samfund, økonomi & politik, og er bl.a. talskvinde for TAAGF 2020 Politik #B34 - og en god kammerat.","Midtjylland, Danmark",666,179,2220,2,"@ThomasBerntH @HenningThiesen @venstredk Hvis det var tilfældet, hvordan kan det så være, at et flertal af partierne afviser borgerne, senior tænketanken, Dansk arbejdsgiverforening, Krifa, Cepos mv.omkring modregningen hos Pensionister, og kun vedtager midlertidig lappe løsning (L197) i covid19 regi?",[],2021-08-11 22:31:34
1021,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,9,"@FaktaHoldninger Så fik videoen her en advarsel om at være ""Misleading"" fordi ""health officials consider COVID-19 vaccines safe for most people"". Men han taler om ""efficacy"" ikke ""safety"". - Magthavere vil definere virkeligheden.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-11 22:29:47
1022,mr_sor,Talsmand TAAGF og B34 info@taagf.nu  Interessere mig for samfundet og politik.,Sorø,876,153,2367,2,"@ThomasBerntH @HenningThiesen @venstredk Hvis det var tilfældet, hvordan kan det så være, at et flertal af partierne afviser borgerne, senior tænketanken, Dansk arbejdsgiverforening, Krifa, Cepos mv.omkring modregningen hos Pensionister, og kun vedtager midlertidig lappe løsning (L197) i covid19 regi?",[],2021-08-11 22:26:52
1023,JaneJane080267,,"Roskilde, Danmark",113,19,120,4,"@Jacob_Holbraad @JakobEllemann Måske skulle du @Jacob_Holbraad viske ""senior tænketank"" i @JakobEllemann's øre.
Du kunne også nævne @Dansk_Arbgiver's høringssvar vedr. covid19 relateret merarbejde, hvori modregningen hos pensionister får en over nakken.
#dkmedier #dkpol https://t.co/aJhjs6a7Lv",[],2021-08-11 22:26:40
1024,InfoNMP,"Norwegian photo journalist and researcher. 
PRO journalist unions! Fighting for the truth! Member of @IFJGlobal
Activist, dad, #resister 🌊",International,1503,1476,71802,0,"@Regjeringen En skam at dere ikke vil la uland få første dose, så sitter vi og ruger på dose 3 #COVID19 #covax
Shame on #Norway for hugging for a 3rd dose of Covid vaccine while most of the world don't have accses! @BentHHoyre Coward!","['COVID19', 'covax', 'Norway']",2021-08-11 22:16:15
1025,TelleDk,"Lonesome french lost in Denmark, ni de droite ni de droite, #zerocovid",,253,69,2196,3,"Skriv til os her, til vores facebook inbox eller email. #BeskytBørneneModCovid19 #SikreSkoler #COVID19 #dkpol https://t.co/ngnvTwMKqD","['BeskytBørneneModCovid19', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-11 22:09:00
1026,RikkeMller3,,"Odder, Danmark",787,129,1185,4,"@Jacob_Holbraad @JakobEllemann Måske skulle du @Jacob_Holbraad viske ""senior tænketank"" i @JakobEllemann's øre.
Du kunne også nævne @Dansk_Arbgiver's høringssvar vedr. covid19 relateret merarbejde, hvori modregningen hos pensionister får en over nakken.
#dkmedier #dkpol https://t.co/aJhjs6a7Lv",[],2021-08-11 22:03:22
1027,jo_bt66,"Psychological Warfare Subversion & Control of Western Society:
https://t.co/hEh5cSf7pP",,789,359,7389,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 21:18:57
1028,ErichsenHannah,"Jeg interesserer mig for mennesker, samfund, økonomi & politik, og er bl.a. talskvinde for TAAGF 2020 Politik #B34 - og en god kammerat.","Midtjylland, Danmark",666,179,2220,4,"@Jacob_Holbraad @JakobEllemann Måske skulle du @Jacob_Holbraad viske ""senior tænketank"" i @JakobEllemann's øre.
Du kunne også nævne @Dansk_Arbgiver's høringssvar vedr. covid19 relateret merarbejde, hvori modregningen hos pensionister får en over nakken.
#dkmedier #dkpol https://t.co/aJhjs6a7Lv",[],2021-08-11 21:00:46
1029,mr_sor,Talsmand TAAGF og B34 info@taagf.nu  Interessere mig for samfundet og politik.,Sorø,876,153,2367,4,"@Jacob_Holbraad @JakobEllemann Måske skulle du @Jacob_Holbraad viske ""senior tænketank"" i @JakobEllemann's øre.
Du kunne også nævne @Dansk_Arbgiver's høringssvar vedr. covid19 relateret merarbejde, hvori modregningen hos pensionister får en over nakken.
#dkmedier #dkpol https://t.co/aJhjs6a7Lv","['dkmedier', 'dkpol']",2021-08-11 20:59:22
1030,krnmhndbll,twit twit. tandlæge. mor. jyde.,,723,452,1976,0,"@MortenElsoe @MonikaaRubin Derudover kan man fremhæve Pandemrix og thalidomid. Når det indtil videre ser ud til, at børn rammes mildt med Covid19, er det da netop vigtigt også at lære af vores medicinhistorik og debattere offentligt. Læger har også uenige, og skal have plads til at udveksle tanker på some.",[],2021-08-11 20:41:53
1031,StineLacoul,"Kvinde født i den Frie Verden.
Kæmpe modstander af #Transhumanism og #CriticalRaceTheory
Malo periculosam, libertatem quam quietam servitutem",Danmark,583,248,6911,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 20:39:01
1032,Skuffet66,"REGERINGSKRITIKER !. MIT liv handler om MIG, og dem jeg elsker. Taler lige ud af posen. Hader politisk korrekthed. Virus er verdens skraldemand",Jylland,160,148,5854,1,"Verden er så SINDSYG, at med lidt held, så dør jeg under 4 timer lang operation på mandag !!. Meeen trods masser af kroniske sygdomme, så døde jeg ikke af covid19, så jeg dør sgu nok heller ikke på mandag  🙄",[],2021-08-11 20:33:36
1033,VeritasTB2,"#NoMoreWars, lies, imperialism & bad science #FreeAssange
Life is short, so I block idiots and trolls. 
Likes, follows and retweets do not equal endorsement.",Nordic,1601,933,53547,1,"Propaganda i børnehøjde
Censureret læge kritiserer sundhedsmyndighederne 

#dkpol #sundhedforalle #covid19dk

https://t.co/dipRELiAqP","['dkpol', 'sundhedforalle', 'covid19dk']",2021-08-11 20:22:01
1034,ProfPHansen,"""Its easier to fool people than to convince them that they have been fooled."" -- Mark Twain (not an exact quote, but you might not believe me).",,231,1896,4364,0,"@MonikaaRubin @jonasholmdk @StabellBenn @btdk @Sannebanan @SSTSundhed Det bliver nemt til en dans i et minefelt når det drejer sig om vacciner.

Kan du bekræfte at du ikke fraråder covid19 vaccination at de 12-15 årige, der er anbefalet af myndighederne?

Med ""børn"" i dit oprindelige tweet mente du børn under 12?",[],2021-08-11 20:02:36
1035,BosseStine,"Board Professionel exp from GER, DK, UK, SWE and North Atlantic - Chair Europeanmovement DK Board Int Europeanmovement #Chair @PlanBørnefonden #FBPE",,1601,35199,148666,1,"Læs årsrapporten fra vores strategiske partnerskab med @DanishMFA, hvis du er nysgerrig på, hvordan vi har arbejdet i Vest- og Østafrika under #COVID19 det seneste år og hvordan de seje unge mennesker, vi arbejder for og sammen med, har knoklet det seneste år:
#dkaid https://t.co/ejxl6DypjS",[],2021-08-11 19:56:49
1036,BosseStine,"Board Professionel exp from GER, DK, UK, SWE and North Atlantic - Chair Europeanmovement DK Board Int Europeanmovement #Chair @PlanBørnefonden #FBPE",,1601,35199,148666,9,"Modstanden mod vaccinerne falder i takt med, at vaccinerne ruller ud: https://t.co/HaIu6nE74m #dksund #Covid19dk https://t.co/r9prtctZNx","['dksund', 'Covid19dk']",2021-08-11 19:54:36
1037,madigan2,"race, race, race, race, race, race, race, race, STOP! HAMMER TIME! race, race, race, race. Thx Manta_Foxtail for most brilliant tweet",Denmark,102,42,6010,0,"Skræmmende. Andre medier burde gøre opmærksom på det, så de unge kan passe på sig selv. Virus har ikke glemt os, selv om vi lader som om. #COVID #coronavirus #COVID19 @btdk @EkstraBladet 
https://t.co/3QkIs7v1nr","['COVID', 'coronavirus', 'COVID19']",2021-08-11 19:53:28
1038,piagjoerup,"Gift, mor til to, læge med speciale i lungesygdomme med særlig interesse i lungekræft, kroniske lungesygdomme og palliation. Og kage!",,637,788,1544,0,"@jenshan43173574 @Rosenstand_SEO Du får lige officielt link her:
https://t.co/UuKBVf7m8x",[],2021-08-11 19:49:43
1039,JorgensenFlinke,Synes @klauskblog skulle skrive mere på gab nu hvor han tydeligvis bliver dæmpet af Twitter.,Danmark,1538,1048,19700,15,"Det er klart, at vaccinerne fremmer selektion af ufølsomme varianter. Men det er vigtigt at de vaccinerede ikke gøres til syndebukke. - De ansvarlige er de inkompetente regeringer og sundhedsmyndigheder.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/abNvVV23k9",[],2021-08-11 19:37:02
1040,kassemanden,Eksperimenterer i gode kasser | Upload dine investeringer med #csgoinvest og få altid et RT | Følg for at holde dig opdateret,Steam og Excel,442,2166,10265,28,"Israels massevaccination: 
25% stigning i hjertestop og hjerteanfald i alderen 16-29. 
86.6% stigning i hjerteanfald i alderen 20-29. 
#dkpol #dkmedier #coronadk #covid19dk #sundpol #dksund @folketinget https://t.co/6ndX3j5dIs",[],2021-08-11 19:31:40
